id,timestamp,x,y,tag,name
19023471997,2021-06-11 12:01:00,4.263125,39.9487018,7C1EB1,Turtle Doves
19023471998,2021-06-12 12:00:00,4.2632108,39.948616,7C1EB1,Turtle Doves
19023471999,2021-06-12 15:44:00,4.2632426,39.9486303,7C1EB1,Turtle Doves
19084827682,2021-06-13 12:01:00,4.2631679,39.9486589,7C1EB1,Turtle Doves
19084827683,2021-06-14 12:01:00,4.2632537,39.9486589,7C1EB1,Turtle Doves
19084827684,2021-06-15 12:01:00,4.2630391,39.9487018,7C1EB1,Turtle Doves
19084827685,2021-06-16 12:00:00,4.2632108,39.948616,7C1EB1,Turtle Doves
19084827686,2021-06-17 12:01:00,4.2632108,39.948616,7C1EB1,Turtle Doves
19084827687,2021-06-18 12:01:00,4.2632966,39.9486589,7C1EB1,Turtle Doves
19084827688,2021-06-19 6:56:00,4.2633284,39.9486947,7C1EB1,Turtle Doves
19200727943,2021-06-19 12:01:00,4.2632108,39.9486589,7C1EB1,Turtle Doves
19200727944,2021-06-20 12:03:00,4.2632966,39.9486589,7C1EB1,Turtle Doves
19200727945,2021-06-21 12:00:00,4.2632108,39.948616,7C1EB1,Turtle Doves
19200727946,2021-06-22 12:01:00,4.2632108,39.9485731,7C1EB1,Turtle Doves
19200727947,2021-06-23 5:23:00,4.2632426,39.9485874,7C1EB1,Turtle Doves
19231342640,2021-06-23 12:02:00,4.2632108,39.948616,7C1EB1,Turtle Doves
19231342641,2021-06-24 12:01:00,4.2632108,39.9485731,7C1EB1,Turtle Doves
19231342642,2021-06-25 12:01:00,4.2632537,39.9487018,7C1EB1,Turtle Doves
19231342643,2021-06-26 12:01:00,4.2632108,39.9487018,7C1EB1,Turtle Doves
19231342644,2021-06-27 12:01:00,4.2632108,39.9486589,7C1EB1,Turtle Doves
19231342645,2021-06-28 12:01:00,4.2632108,39.948616,7C1EB1,Turtle Doves
19231342646,2021-06-29 12:02:00,4.2631679,39.948616,7C1EB1,Turtle Doves
19231342647,2021-06-30 12:01:00,4.2632108,39.9487018,7C1EB1,Turtle Doves
19231342648,2021-07-01 12:02:00,4.2632108,39.9485731,7C1EB1,Turtle Doves
19231342649,2021-07-02 12:01:00,4.2632537,39.9485731,7C1EB1,Turtle Doves
19231342650,2021-07-03 7:14:00,4.2632533,39.9485767,7C1EB1,Turtle Doves
19250888876,2021-07-03 12:00:00,4.2631679,39.9487018,7C1EB1,Turtle Doves
19250888877,2021-07-04 12:01:00,4.2632108,39.9487018,7C1EB1,Turtle Doves
19250888878,2021-07-05 7:17:00,4.2632319,39.9486947,7C1EB1,Turtle Doves
19410578717,2021-07-06 12:00:00,4.2632108,39.948616,7C1EB1,Turtle Doves
19410578718,2021-07-07 12:01:00,4.263125,39.9488306,7C1EB1,Turtle Doves
19410578719,2021-07-08 12:02:00,4.2632108,39.9487018,7C1EB1,Turtle Doves
19410578720,2021-07-09 12:01:00,4.2632108,39.948616,7C1EB1,Turtle Doves
19410578721,2021-07-10 12:01:00,4.2632537,39.9485302,7C1EB1,Turtle Doves
19410578722,2021-07-11 12:00:00,4.2632537,39.9487018,7C1EB1,Turtle Doves
19410578723,2021-07-12 12:01:00,4.263125,39.9488306,7C1EB1,Turtle Doves
19410578724,2021-07-13 12:01:00,4.2632537,39.9486589,7C1EB1,Turtle Doves
19410578725,2021-07-14 12:00:00,4.2632537,39.9485731,7C1EB1,Turtle Doves
19410578726,2021-07-15 12:00:00,4.2632108,39.9485731,7C1EB1,Turtle Doves
19410578727,2021-07-16 12:01:00,4.2631679,39.9487018,7C1EB1,Turtle Doves
19410578728,2021-07-17 12:00:00,4.2632537,39.9487018,7C1EB1,Turtle Doves
19410578729,2021-07-18 12:00:00,4.2632108,39.9485731,7C1EB1,Turtle Doves
19410578730,2021-07-19 12:01:00,4.2632537,39.9486589,7C1EB1,Turtle Doves
19410578731,2021-07-20 12:01:00,4.2632966,39.9487448,7C1EB1,Turtle Doves
19410578732,2021-07-20 18:38:00,4.2633284,39.9487483,7C1EB1,Turtle Doves
19550990251,2021-07-28 12:01:00,4.2632966,39.9487448,7C1EB1,Turtle Doves
19550990252,2021-07-29 12:00:00,4.2632108,39.9487018,7C1EB1,Turtle Doves
19550990253,2021-07-30 12:00:00,4.1666942,39.9492597,7C1EB1,Turtle Doves
19550990254,2021-07-31 12:00:00,4.2652278,39.9439812,7C1EB1,Turtle Doves
19550990255,2021-08-01 12:01:00,4.2673736,39.9447965,7C1EB1,Turtle Doves
19550990256,2021-08-02 12:01:00,4.2639833,39.949646,7C1EB1,Turtle Doves
19550990257,2021-08-03 12:00:00,4.2656999,39.9439812,7C1EB1,Turtle Doves
19550990258,2021-08-04 12:00:00,4.2656999,39.9439812,7C1EB1,Turtle Doves
19550990259,2021-08-05 12:01:00,4.2653566,39.9440241,7C1EB1,Turtle Doves
19550990260,2021-08-05 12:28:00,4.2653562,39.9440277,7C1EB1,Turtle Doves
19633762287,2021-08-06 12:01:00,4.2662149,39.9450111,7C1EB1,Turtle Doves
19633762288,2021-08-07 12:01:00,4.2660861,39.9452257,7C1EB1,Turtle Doves
19633762289,2021-08-08 12:02:00,4.266172,39.9449253,7C1EB1,Turtle Doves
19633762290,2021-08-09 12:01:00,4.2663007,39.9450111,7C1EB1,Turtle Doves
19633762291,2021-08-11 12:01:00,4.2657857,39.9483156,7C1EB1,Turtle Doves
19633762292,2021-08-12 12:01:00,4.2660861,39.945054,7C1EB1,Turtle Doves
19633762293,2021-08-13 9:23:00,4.2661072,39.9450469,7C1EB1,Turtle Doves
19663434385,2021-08-13 12:01:00,4.2651849,39.9439382,7C1EB1,Turtle Doves
19663434386,2021-08-14 12:00:00,4.2349296,39.9614477,7C1EB1,Turtle Doves
19663434387,2021-08-15 12:01:00,4.2341142,39.9622202,7C1EB1,Turtle Doves
19663434388,2021-08-15 14:19:00,4.2341138,39.9622452,7C1EB1,Turtle Doves
19681298090,2021-08-16 12:01:00,4.2347579,39.9617481,7C1EB1,Turtle Doves
19681298091,2021-08-17 12:00:00,4.2366033,39.9625635,7C1EB1,Turtle Doves
19681298092,2021-08-18 7:04:00,4.2366244,39.9625885,7C1EB1,Turtle Doves
19707368572,2021-08-18 12:01:00,4.2641979,39.9480152,7C1EB1,Turtle Doves
19707368573,2021-08-19 12:01:00,4.2345004,39.9619198,7C1EB1,Turtle Doves
19707368574,2021-08-20 12:01:00,4.2663436,39.9449682,7C1EB1,Turtle Doves
